Circle,Division,SubDivision,Section,Area,CatCode,CatDesc,TotServices,BilledServices,Units,Load
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL-TOWN,SOUNDARAIAH HOSPITAL,2,COMMERCIAL,43,40,2494,50.6
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL-TOWN,SRINIVASA COLONY,2,COMMERCIAL,120,118,10618,200.46
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL-TOWN,VELLAMPALLI,2,COMMERCIAL,36,32,3411,63.23
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL-TOWN,VELUMAWADA,2,COMMERCIAL,27,26,5674,73.83
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL-TOWN,VIDYALAYA SCHOOL,2,COMMERCIAL,4,4,118,7.0
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL-TOWN,VIKAS NAGAR,2,COMMERCIAL,91,82,5780,153.836
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL-TOWN,WADLAWADA,2,COMMERCIAL,19,15,989,22.62
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,SHAYAMPET,APPAIAHPALLY,2,COMMERCIAL,4,4,324,3.55
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,SHAYAMPET,AREPALLY,2,COMMERCIAL,3,3,21,7.0
HANUMAKONDA,HANAMKONDA/TOWN,KAZIPET,WADDEPALLY,NGOs COLONY,2,COMMERCIAL,81,80,12614,174.6
HANUMAKONDA,HANAMKONDA/TOWN,KAZIPET,WADDEPALLY,Ngos Colony,2,COMMERCIAL,323,297,65906,986.48
JAGITYAL,JAGITYAL,GOLLAPALLY,GOLLAPALLY,IBRAHIMNAGAR,2,COMMERCIAL,68,65,9718,144.045
JAGITYAL,JAGITYAL,GOLLAPALLY,GOLLAPALLY,ISRAJPALLY,2,COMMERCIAL,31,29,7973,88.99
JAGITYAL,JAGITYAL,GOLLAPALLY,GOLLAPALLY,NANDIPALLY,2,COMMERCIAL,11,10,1011,28.98
